,cluster,size,high_cost%,low_cost%,TP,TN,FP,FN,FPR,specificity,sensitivity,precision,accuracy,balanced accuracy,f1,auc,seed_number
45,6,7978.0,0.25068939583855604,0.749310604161444,1392.0,5240.0,738.0,608.0,0.12345265975242559,0.8765473402475744,0.696,0.6535211267605634,0.8312860366006518,0.7862736701237871,0.6740920096852301,0.8799193292070928,83132
46,7,7978.0,0.25068939583855604,0.749310604161444,1447.0,5076.0,902.0,553.0,0.1508865841418534,0.8491134158581466,0.7235,0.6160068114091103,0.8176234645274505,0.7863067079290733,0.6654403311106003,0.877539018066243,83132
47,8,7978.0,0.25068939583855604,0.749310604161444,1413.0,5176.0,802.0,587.0,0.13415858146537307,0.8658414185346269,0.7065,0.6379232505643341,0.8258962145901229,0.7861707092673135,0.6704626334519573,0.8806365423218468,83132
48,9,7978.0,0.25068939583855604,0.749310604161444,1397.0,5187.0,791.0,603.0,0.13231850117096022,0.8676814988290398,0.6985,0.6384826325411335,0.8252694911005265,0.7830907494145198,0.6671442215854823,0.878102668116427,83132
49,3,7978.0,0.25068939583855604,0.749310604161444,1344.0,5320.0,658.0,656.0,0.11007025761124123,0.8899297423887588,0.672,0.6713286713286714,0.8352970669340687,0.7809648711943794,0.671664167916042,0.8782953747072599,33143
50,4,7978.0,0.25068939583855604,0.749310604161444,1355.0,5326.0,652.0,645.0,0.1090665774506524,0.8909334225493476,0.6775,0.6751370204285002,0.8374279267986964,0.7842167112746738,0.6763164462191165,0.8774541234526598,33143
51,5,7978.0,0.25068939583855604,0.749310604161444,1400.0,5177.0,801.0,600.0,0.13399130143860827,0.8660086985613917,0.7,0.6360745115856429,0.8243920782150915,0.7830043492806958,0.6665079742918353,0.8762947892271662,33143
52,6,7978.0,0.25068939583855604,0.749310604161444,1440.0,5122.0,856.0,560.0,0.1431917029106725,0.8568082970893275,0.72,0.627177700348432,0.8225119077463023,0.7884041485446638,0.6703910614525139,0.8798925644028103,33143
53,7,7978.0,0.25068939583855604,0.749310604161444,1421.0,5188.0,790.0,579.0,0.13215122114419542,0.8678487788558046,0.7105,0.6426956128448665,0.8284031085485084,0.7891743894279023,0.6748990738541913,0.8804031866845098,33143
54,8,7978.0,0.25068939583855604,0.749310604161444,1311.0,5327.0,651.0,689.0,0.1088992974238876,0.8911007025761124,0.6555,0.6681957186544343,0.8320381047881674,0.7733003512880562,0.6617869762746088,0.8775207845433255,33143
55,9,7978.0,0.25068939583855604,0.749310604161444,1320.0,5310.0,668.0,680.0,0.11174305787888927,0.8882569421211107,0.66,0.6639839034205232,0.8310353472048132,0.7741284710605554,0.6619859578736209,0.8767845015055202,33143
56,3,7978.0,0.25068939583855604,0.749310604161444,1370.0,5271.0,707.0,630.0,0.11826697892271665,0.8817330210772834,0.685,0.6596051998074145,0.8324141388819253,0.7833665105386417,0.6720627912680892,0.8778724907995985,58706
57,4,7978.0,0.25068939583855604,0.749310604161444,1374.0,5280.0,698.0,626.0,0.11676145868183341,0.8832385413181666,0.687,0.6631274131274131,0.8340436199548759,0.7851192706590833,0.674852652259332,0.8785412763466043,58706
58,5,7978.0,0.25068939583855604,0.749310604161444,1388.0,5216.0,762.0,612.0,0.1274673803947809,0.8725326196052191,0.694,0.6455813953488372,0.827776385058912,0.7832663098026096,0.6689156626506023,0.8770446219471395,58706
59,6,7978.0,0.25068939583855604,0.749310604161444,1382.0,5221.0,757.0,618.0,0.12663098026095687,0.8733690197390431,0.691,0.646096306685367,0.8276510403609927,0.7821845098695215,0.6677941531770959,0.8754365590498495,58706
60,7,7978.0,0.25068939583855604,0.749310604161444,1413.0,5179.0,799.0,587.0,0.13365674138507866,0.8663432586149213,0.7065,0.6387884267631103,0.8262722486838807,0.7864216293074606,0.670940170940171,0.8792261207761793,58706
61,8,7978.0,0.25068939583855604,0.749310604161444,1313.0,5376.0,602.0,687.0,0.10070257611241218,0.8992974238875878,0.6565,0.6856396866840732,0.8384306843820506,0.7778987119437939,0.6707535121328225,0.8771156323185012,58706
62,9,7978.0,0.25068939583855604,0.749310604161444,1393.0,5191.0,787.0,607.0,0.131649381063901,0.868350618936099,0.6965,0.6389908256880734,0.8252694911005265,0.7824253094680496,0.6665071770334928,0.8787893526262964,58706
63,3,7978.0,0.25068939583855604,0.749310604161444,1380.0,5255.0,723.0,620.0,0.12094345935095352,0.8790565406490465,0.69,0.6562054208273894,0.8316620706944097,0.7845282703245232,0.67267852790641,0.8781740966878555,50558
64,4,7978.0,0.25068939583855604,0.749310604161444,1334.0,5320.0,658.0,666.0,0.11007025761124123,0.8899297423887588,0.667,0.6696787148594378,0.8340436199548759,0.7784648711943793,0.6683366733466933,0.8767792321846772,50558
65,5,7978.0,0.25068939583855604,0.749310604161444,1340.0,5328.0,650.0,660.0,0.1087320173971228,0.8912679826028772,0.67,0.6733668341708543,0.8357984457257458,0.7806339913014386,0.6716791979949875,0.8797976329876214,50558
66,6,7978.0,0.25068939583855604,0.749310604161444,1407.0,5214.0,764.0,593.0,0.1278019404483105,0.8721980595516895,0.7035,0.6480884385076002,0.8299072449235397,0.7878490297758447,0.6746583553104771,0.8800023837403814,50558
67,7,7978.0,0.25068939583855604,0.749310604161444,1398.0,5164.0,814.0,602.0,0.13616594178655073,0.8638340582134493,0.699,0.6320072332730561,0.8225119077463023,0.7814170291067246,0.6638176638176638,0.8768485697557712,50558
68,8,7978.0,0.25068939583855604,0.749310604161444,1426.0,5148.0,830.0,574.0,0.1388424222147876,0.8611575777852124,0.713,0.6320921985815603,0.8240160441213337,0.7870787888926062,0.6701127819548872,0.8782252843760454,50558
69,9,7978.0,0.25068939583855604,0.749310604161444,1389.0,5174.0,804.0,611.0,0.13449314151890268,0.8655068584810973,0.6945,0.6333789329685362,0.8226372524442216,0.7800034292405487,0.662532792749821,0.8761251672800268,50558
